FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS DE NACIMIENTO,CLASE DE EMPLEADO,PROFESION,ESCOLARIDAD,CODIGO DANE,CLASE,MARCA,LINEA,MODELO,COLOR,CANTIDAD,ANIO,MES,UTC DATETIME
2021-01-05,CUNDINAMARCA,SOACHA,MARTES,01:30:00,TIERRA BLANCA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,25754000,AUTOMOVIL,CHEVROLET,SPARK,-,PLATA,1,2021,ENERO,2021-01-05T01:30:00Z
2021-01-05,CUNDINAMARCA,SUESCA,MARTES,00:00:00,CENTRO,URBANA,OTRO,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25772000,CAMION,CHEVROLET,FRR,2012,BLANCO,1,2021,ENERO,2021-01-05T00:00:00Z
2021-01-05,GUAJIRA,MAICAO,MARTES,04:30:00,PASTRANA BORRERO,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,COMERCIO,PRIMARIA,44430000,CAMIONETA,MAZDA,B26D47,2008,GRIS,1,2021,ENERO,2021-01-05T04:30:00Z
2021-01-05,META,ACACIAS,MARTES,18:00:00,VILLA LUCIA,URBANA,PARQUES,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,50006000,CAMIONETA,MAZDA,B25D47,2009,BLANCO,1,2021,ENERO,2021-01-05T18:00:00Z
2021-01-05,NARINO,IPIALES,MARTES,07:30:00,CORREGIMIENTO DE YARAMAL,RURAL,CALLEJON,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52356000,AUTOMOVIL,CHEVROLET,SAIL,2014,NEGRO,1,2021,ENERO,2021-01-05T07:30:00Z
2021-01-05,VALLE,BUENAVENTURA,MARTES,04:00:00,PINAL,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,PENSIONADO,-,TECNICO,76109000,CAMIONETA,CHERY,YOYA,2013,GRIS,1,2021,ENERO,2021-01-05T04:00:00Z
2021-01-05,VALLE,CALI (CT),MARTES,13:00:00,JORGE ZAWADSKY E10,URBANA,FRENTE CONJUNTO - VIA PUBLICA,SIN EMPLEO DE ARMAS,PASAJERO VEHICULO,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,DISENO GRAFICO,TECNOLOGO,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2009,PLATA,1,2021,ENERO,2021-01-05T13:00:00Z
2021-01-05,VALLE,CALI (CT),MARTES,06:30:00,OLIMPICO E10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1988,BLANCO,1,2021,ENERO,2021-01-05T06:30:00Z
2021-01-05,VALLE,CALI (CT),MARTES,00:17:00,BRISAS DEL LIMONAR E16,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO LX,002020,BLANCO,1,2021,ENERO,2021-01-05T00:17:00Z
2021-01-06,ANTIOQUIA,BELLO,MIERCOLES,00:30:00,SUAREZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,AUTOMOVIL,CHEVROLET,SAIL,2016,PLATA,1,2021,ENERO,2021-01-06T00:30:00Z
2021-01-06,ANTIOQUIA,COCORNA,MIERCOLES,00:00:00,LOS CEDROS,RURAL,CABANA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,45,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,COMERCIO,TECNICO,5197000,AUTOMOVIL,MAZDA,626L91,2000,AZUL,1,2021,ENERO,2021-01-06T00:00:00Z
2021-01-06,ANTIOQUIA,MEDELLIN (CT),MIERCOLES,08:05:00,EL PINAL C-8,URBANA,PUENTE,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,34,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERIA FINANCIERA,SUPERIOR,5001000,AUTOMOVIL,MAZDA,2,2017,NO REPORTADO,1,2021,ENERO,2021-01-06T08:05:00Z
2021-01-06,ATLANTICO,SOLEDAD,MIERCOLES,23:30:00,NUEVO MILENIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,57,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,TECNOLOGO,8758000,AUTOMOVIL,CHEVROLET,AVEO,2014,BLANCO,1,2021,ENERO,2021-01-06T23:30:00Z
2021-01-06,BOLIVAR,CARTAGENA (CT),MIERCOLES,00:00:00,MARBELLA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,13001000,AUTOMOVIL,RENAULT,KOLEOS DYNAMIQUE,002020,NEGRO,1,2021,ENERO,2021-01-06T00:00:00Z
2021-01-06,CAUCA,CALOTO,MIERCOLES,11:00:00,VDA HUASANO,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,54,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  AGRICOLA,SECUNDARIA,19142000,RETROEXCAVADORA,CASE,580N,2014,AMARILLO,1,2021,ENERO,2021-01-06T11:00:00Z
2021-01-06,CAUCA,SANTANDER DE QUILICHAO,MIERCOLES,08:30:00,MORALES DUQUE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,NO REPORTADA,SECUNDARIA,19698000,AUTOMOVIL,MAZDA,323 HE,1993,VERDE,1,2021,ENERO,2021-01-06T08:30:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,20:00:00,MEISSEN E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,41,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,KIA,CARENS,2017,BLANCO,1,2021,ENERO,2021-01-06T20:00:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,22:00:00,VALLADOLI E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,BLANCO,1,2021,ENERO,2021-01-06T22:00:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,21:30:00,PRIMAVERA NUEVA E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,MAZDA,3,002020,BLANCO,1,2021,ENERO,2021-01-06T21:30:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,22:30:00,CIUDAD BERNA E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2013,GRIS,1,2021,ENERO,2021-01-06T22:30:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,23:30:00,PROVIVIENDA OCCIDENTAL E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,38,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,CAMIONETA,HYUNDAI,TUCSON IX35 GL,2016,GRIS,1,2021,ENERO,2021-01-06T23:30:00Z
2021-01-06,CUNDINAMARCA,BOGOTA D.C. (CT),MIERCOLES,04:30:00,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2008,PLATA,1,2021,ENERO,2021-01-06T04:30:00Z
2021-01-06,GUAJIRA,RIOHACHA (CT),MIERCOLES,14:44:00,LIBERTADOR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,44001000,BUS,CHEVROLET,SILVERADO,-,BEIGE,1,2021,ENERO,2021-01-06T14:44:00Z
2021-01-06,NORTE DE SANTANDER,CUCUTA (CT),MIERCOLES,06:50:00,BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,54001000,AUTOMOVIL,DAEWOO,MATIZ,2002,GRIS,1,2021,ENERO,2021-01-06T06:50:00Z
2021-01-06,SANTANDER,BARRANCABERMEJA,MIERCOLES,05:10:00,CGTO. EL CENTRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,68081000,CAMIONETA,TOYOTA,HILUX,2007,BLANCO,1,2021,ENERO,2021-01-06T05:10:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,22:00:00,CALIMIO DESEPAZ E21,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,71,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1995,ROJO,1,2021,ENERO,2021-01-06T22:00:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,23:00:00,EL JARDIN E11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ESPECIALIZACION EN TRANSPORTE URBANO,SECUNDARIA,76001000,TAXI,HYUNDAI,I 10,002020,AMARILLO,1,2021,ENERO,2021-01-06T23:00:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,17:00:00,PASO DEL COMERCIO E6,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,DODGE,D 600,1973,ROJO - BLANCO,1,2021,ENERO,2021-01-06T17:00:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,13:00:00,DEPARTAMENTAL E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,76001000,AUTOMOVIL,RENAULT,LOGAN AUTHENTIQUE,2017,BLANCO,1,2021,ENERO,2021-01-06T13:00:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,04:00:00,SANTA ELENA E10,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  COMERCIAL,SECUNDARIA,76001000,CAMPERO,TOYOTA,PRADO SUMO,2007,BLANCO,1,2021,ENERO,2021-01-06T04:00:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,15:30:00,CIUDAD TALANGA E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO LX,2012,BLANCO,1,2021,ENERO,2021-01-06T15:30:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,08:29:00,SAN CAYETANO E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,61,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,MAZDA,BT 50,2012,BLANCO,1,2021,ENERO,2021-01-06T08:29:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,15:09:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,PICANTO LX,2012,GRIS,1,2021,ENERO,2021-01-06T15:09:00Z
2021-01-06,VALLE,CALI (CT),MIERCOLES,12:51:00,CAMINO REAL - J BORRERO E19,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,54,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2017,GRIS,1,2021,ENERO,2021-01-06T12:51:00Z
2021-01-07,ANTIOQUIA,BELLO,JUEVES,15:00:00,VDA. EL TAMBO,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,PASAJERO VEHICULO,CONDUCTOR VEHICULO,31,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,CAMIONETA,RENAULT,DUSTER,2021,BLANCO,1,2021,ENERO,2021-01-07T15:00:00Z
2021-01-07,ANTIOQUIA,BELLO,JUEVES,15:30:00,VDA. EL TAMBO,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,31,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5088000,CAMIONETA,RENAULT,LINEA STANDARD,2021,BLANCO,1,2021,ENERO,2021-01-07T15:30:00Z
2021-01-07,ANTIOQUIA,ITAGUI,JUEVES,01:00:00,LA UNION,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,TECNICO,5360000,AUTOMOVIL,RENAULT,R12 BREAK,1979,BLANCO,1,2021,ENERO,2021-01-07T01:00:00Z
2021-01-07,ANTIOQUIA,MEDELLIN (CT),JUEVES,09:30:00,PABLO VI  C-2,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,5001000,AUTOMOVIL,CHEVROLET,SAIL,2016,BLANCO,1,2021,ENERO,2021-01-07T09:30:00Z
2021-01-07,ANTIOQUIA,MEDELLIN (CT),JUEVES,18:55:00,ARANJUEZ  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,LOGAN EXPRESSION,2016,GRIS,1,2021,ENERO,2021-01-07T18:55:00Z
2021-01-07,CAUCA,POPAYAN (CT),JUEVES,11:40:00,LA ESMERALDA,URBANA,FRENTE A ALMACEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,MAESTRIA EN ADMINISTRACION  DE CONSTRUCCION,PRIMARIA,19001000,CAMIONETA,MITSUBISHI,L 200,1999,BLANCO,1,2021,ENERO,2021-01-07T11:40:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,22:00:00,LA PAZ BOSA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,-,-,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2011,PLATA NIQUEL,1,2021,ENERO,2021-01-07T22:00:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,19:30:00,LA FELICIDAD E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,CAMIONETA,TOYOTA,FORTUNER,2019,PLATA,1,2021,ENERO,2021-01-07T19:30:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,18:00:00,EL RESTREPO E-15,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,OPTRA,2005,PLATA,1,2021,ENERO,2021-01-07T18:00:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,14:00:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,56,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,MAESTRIA EN NEUROPSICOLOGIA,SUPERIOR,11001000,CAMIONETA,FORD,EXPLORER ELITE XLT,2007,AZUL,1,2021,ENERO,2021-01-07T14:00:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,09:00:00,SUBA CENTRO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,42,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,TOYOTA,HILUX,1994,BLANCO,1,2021,ENERO,2021-01-07T09:00:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,04:30:00,TINTAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMION,CHEVROLET,FRR,2014,BLANCO,1,2021,ENERO,2021-01-07T04:30:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,19:50:00,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SAIL,2018,GRIS,1,2021,ENERO,2021-01-07T19:50:00Z
2021-01-07,CUNDINAMARCA,BOGOTA D.C. (CT),JUEVES,14:40:00,TUNJUELITO E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,TECNOLOGO,11001000,CAMIONETA,CHEVROLET,NHR,2021,BLANCO,1,2021,ENERO,2021-01-07T14:40:00Z
2021-01-07,CUNDINAMARCA,MADRID,JUEVES,06:17:00,EL PINAR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25430000,CAMIONETA,HYUNDAI,TUCSON,-,NEGRO,1,2021,ENERO,2021-01-07T06:17:00Z
2021-01-07,CUNDINAMARCA,SOACHA,JUEVES,22:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,CASADO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25754000,BUS,CHEVROLET,SPARK,-,NEGRO,1,2021,ENERO,2021-01-07T22:30:00Z
2021-01-07,GUAJIRA,SAN JUAN DEL CESAR,JUEVES,11:00:00,ALTOPRADO,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,COMUNICACION SOCIAL,SUPERIOR,44650000,AUTOMOVIL,FORD,EXPLORER XLT,2007,NEGRO,1,2021,ENERO,2021-01-07T11:00:00Z
2021-01-07,SANTANDER,BARRANCABERMEJA,JUEVES,23:20:00,VERSALLES,URBANA,GARAJE,ARMA DE FUEGO,A PIE,A PIE,48,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,68081000,CAMIONETA,FORD,RANGER XLT,2019,BLANCO,1,2021,ENERO,2021-01-07T23:20:00Z
2021-01-07,SANTANDER,FLORIDABLANCA,JUEVES,12:00:00,LAGOS II,URBANA,BAHIA,SIN EMPLEO DE ARMAS,A PIE,A PIE,57,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICOS JUDICIALES,TECNICO,68276000,AUTOMOVIL,CHEVROLET,SPRINT,2004,ROJO,1,2021,ENERO,2021-01-07T12:00:00Z
2021-01-07,VALLE,CALI (CT),JUEVES,22:00:00,SECTOR PUENTE DEL COMERCIO E6,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,RIO,2018,GRIS,1,2021,ENERO,2021-01-07T22:00:00Z
2021-01-07,VALLE,CALI (CT),JUEVES,07:00:00,NUEVA FLORESTA E12,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,RIO,2017,PLATA NIQUEL,1,2021,ENERO,2021-01-07T07:00:00Z
2021-01-07,VALLE,CALI (CT),JUEVES,11:30:00,VILLA DEL PRADO - EL GUABITO E5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,CAMIONETA,CHEVROLET,LUV D MAX,2007,AZUL,1,2021,ENERO,2021-01-07T11:30:00Z
2021-01-07,VALLE,CALI (CT),JUEVES,10:14:00,LA MERCED E3,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,RENAULT,SANDERO,2018,GRIS,1,2021,ENERO,2021-01-07T10:14:00Z
2021-01-08,ANTIOQUIA,MEDELLIN (CT),VIERNES,02:30:00,SAN MIGUEL C-8,URBANA,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,65,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,ESPECIALIZACION EN GERENCIA Y GESTION CULTURAL,PRIMARIA,5001000,CAMIONETA,TOYOTA,HILUX,1994,ROJO,1,2021,ENERO,2021-01-08T02:30:00Z
2021-01-08,ANTIOQUIA,MEDELLIN (CT),VIERNES,10:45:00,NARANJAL C-11,URBANA,SUPERMERCADOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,66,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,CAMPERO,MITSUBISHI,MONTERO L,1993,BLANCO,1,2021,ENERO,2021-01-08T10:45:00Z
2021-01-08,CAUCA,PIENDAMO,VIERNES,15:49:00,EL NACIONAL,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,19548000,AUTOMOVIL,NISSAN,TIIDA,2014,GRIS,1,2021,ENERO,2021-01-08T15:49:00Z
2021-01-08,CESAR,LA PAZ,VIERNES,04:00:00,VEREDA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,37,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20621000,CAMIONETA,CHEVROLET,LUV D MAX,2012,ROJO,1,2021,ENERO,2021-01-08T04:00:00Z
2021-01-08,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,03:00:00,CATALINA II SECTOR E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,65,MASCULINO,VIUDO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMIONETA,HAFEI,ZHONGYI HFJ6371B,2007,BLANCO,1,2021,ENERO,2021-01-08T03:00:00Z
2021-01-08,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,01:30:00,LAGO TIMIZA I ETAPA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2012,BEIGE,1,2021,ENERO,2021-01-08T01:30:00Z
2021-01-08,CUNDINAMARCA,BOGOTA D.C. (CT),VIERNES,00:10:00,SANTA ISABEL E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO,2015,BLANCO,1,2021,ENERO,2021-01-08T00:10:00Z
2021-01-08,CUNDINAMARCA,SOACHA,VIERNES,05:45:00,SAN MATEO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25754000,BUS,CHEVROLET,NHR,-,BLANCO,1,2021,ENERO,2021-01-08T05:45:00Z
2021-01-08,NARINO,IPIALES,VIERNES,01:30:00,PANAMERICANO,URBANA,RESTAURANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,COMERCIO,SECUNDARIA,52356000,AUTOMOVIL,HYUNDAI,LINEA STANDARD,2013,NEGRO Y BLANCO,1,2021,ENERO,2021-01-08T01:30:00Z
